date,country,channel,device,product_category,users,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue,ad_spend
2026-01-08,Germany,Organic Search,Desktop,Watches,269,350,164,24,13,6,1506.24,0.0
2026-01-08,Switzerland,Organic Search,Mobile,Bracelets,447,535,423,39,24,11,1107.02,0.0
2026-01-08,Austria,Organic Search,Tablet,Earrings,153,177,120,15,8,3,186.11,0.0
2026-01-08,Austria,Paid Search,Desktop,Bracelets,269,300,143,24,11,5,439.01,158.81
2026-01-08,Austria,Paid Search,Mobile,Rings,412,480,330,28,17,7,1170.72,308.78
2026-01-08,Switzerland,Paid Search,Tablet,Necklaces,91,108,73,15,10,4,444.93,65.35
2026-01-08,Switzerland,Email,Desktop,Bracelets,124,150,116,14,7,4,300.12,9.03
2026-01-08,Germany,Email,Mobile,Necklaces,149,191,110,11,5,3,264.85,5.4
2026-01-08,Germany,Email,Tablet,Necklaces,36,45,28,5,3,1,100.61,1.32
2026-01-08,Austria,Social Media,Desktop,Watches,286,329,236,45,22,8,1912.64,88.13
2026-01-08,Austria,Social Media,Mobile,Watches,284,330,175,19,14,5,1196.15,129.05
2026-01-08,Switzerland,Social Media,Tablet,Bracelets,53,67,36,4,2,0,0.0,18.26
2026-01-08,Switzerland,Direct,Desktop,Watches,161,182,127,19,9,4,886.39,0.0
2026-01-08,Austria,Direct,Mobile,Rings,226,304,183,38,19,9,1433.11,0.0
2026-01-08,Austria,Direct,Tablet,Necklaces,52,58,33,2,1,0,0.0,0.0
2026-01-08,Germany,Referral,Desktop,Rings,94,107,65,12,8,3,560.18,0.0
2026-01-08,Austria,Referral,Mobile,Rings,120,147,103,15,7,2,277.35,0.0
2026-01-08,Switzerland,Referral,Tablet,Rings,90,108,72,6,4,1,171.39,0.0
2026-01-09,Germany,Organic Search,Desktop,Bracelets,346,435,289,32,18,9,911.21,0.0
2026-01-09,Austria,Organic Search,Mobile,Rings,555,623,398,75,45,19,3260.35,0.0
2026-01-09,Switzerland,Organic Search,Tablet,Necklaces,144,168,95,17,10,5,411.12,0.0
2026-01-09,Austria,Paid Search,Desktop,Necklaces,295,378,255,50,32,16,1723.72,182.03
2026-01-09,Germany,Paid Search,Mobile,Earrings,465,540,410,50,27,12,788.47,446.39
2026-01-09,Austria,Paid Search,Tablet,Earrings,115,150,112,9,5,2,162.58,123.25
2026-01-09,Germany,Email,Desktop,Rings,146,174,100,19,10,4,640.46,13.87
2026-01-09,Austria,Email,Mobile,Earrings,226,277,155,14,9,4,254.33,12.92
2026-01-09,Switzerland,Email,Tablet,Earrings,109,140,111,13,9,5,342.01,9.53
2026-01-09,Austria,Social Media,Desktop,Rings,246,329,151,30,19,7,1044.51,137.76
2026-01-09,Switzerland,Social Media,Mobile,Necklaces,329,397,273,58,32,12,1180.25,129.93
2026-01-09,Austria,Social Media,Tablet,Rings,116,151,118,9,4,1,150.66,41.72
2026-01-09,Switzerland,Direct,Desktop,Earrings,218,259,207,22,10,4,335.73,0.0
2026-01-09,Switzerland,Direct,Mobile,Watches,349,391,310,53,35,18,4545.99,0.0
2026-01-09,Switzerland,Direct,Tablet,Earrings,61,82,47,5,3,1,60.14,0.0
2026-01-09,Switzerland,Referral,Desktop,Watches,58,71,43,9,4,1,217.66,0.0
2026-01-09,Austria,Referral,Mobile,Earrings,140,164,121,10,7,3,228.49,0.0
2026-01-09,Germany,Referral,Tablet,Earrings,14,20,14,2,1,0,0.0,0.0
2026-01-10,Austria,Organic Search,Desktop,Watches,352,455,230,48,24,13,3277.78,0.0
2026-01-10,Switzerland,Organic Search,Mobile,Bracelets,427,566,444,52,33,16,1461.11,0.0
2026-01-10,Switzerland,Organic Search,Tablet,Rings,156,187,131,21,14,6,831.28,0.0
2026-01-10,Switzerland,Paid Search,Desktop,Earrings,313,365,198,21,13,6,487.68,263.82
2026-01-10,Switzerland,Paid Search,Mobile,Earrings,480,556,383,46,21,8,570.91,306.92
2026-01-10,Germany,Paid Search,Tablet,Necklaces,99,134,100,12,8,3,318.13,94.8
2026-01-10,Germany,Email,Desktop,Earrings,129,169,90,8,4,2,131.17,12.15
2026-01-10,Germany,Email,Mobile,Earrings,254,294,228,41,20,10,717.2,11.32
2026-01-10,Germany,Email,Tablet,Earrings,81,101,53,8,3,1,66.5,2.07
2026-01-10,Switzerland,Social Media,Desktop,Rings,262,329,249,45,30,11,1847.29,82.92
2026-01-10,Austria,Social Media,Mobile,Rings,338,422,271,52,33,13,2054.76,200.08
2026-01-10,Austria,Social Media,Tablet,Rings,126,154,89,8,5,1,138.18,68.38
2026-01-10,Switzerland,Direct,Desktop,Watches,200,228,113,23,12,6,1396.3,0.0
2026-01-10,Austria,Direct,Mobile,Watches,297,342,217,38,20,11,2627.71,0.0
2026-01-10,Germany,Direct,Tablet,Bracelets,35,42,29,2,1,0,0.0,0.0
2026-01-10,Switzerland,Referral,Desktop,Necklaces,75,92,46,7,4,1,81.8,0.0
2026-01-10,Switzerland,Referral,Mobile,Rings,137,177,89,15,8,3,526.57,0.0
2026-01-10,Austria,Referral,Tablet,Earrings,39,52,29,5,3,1,81.85,0.0
2026-01-11,Germany,Organic Search,Desktop,Watches,286,327,225,43,22,10,2299.73,0.0
2026-01-11,Switzerland,Organic Search,Mobile,Watches,452,509,404,75,49,25,5598.62,0.0
2026-01-11,Austria,Organic Search,Tablet,Necklaces,156,204,100,17,9,4,361.63,0.0
2026-01-11,Switzerland,Paid Search,Desktop,Necklaces,265,298,142,29,18,8,866.24,174.5
2026-01-11,Austria,Paid Search,Mobile,Rings,368,443,290,33,21,9,1274.5,272.51
2026-01-11,Austria,Paid Search,Tablet,Earrings,79,108,77,6,3,1,71.2,59.37
2026-01-11,Germany,Email,Desktop,Necklaces,123,140,67,10,6,3,283.93,9.84
2026-01-11,Germany,Email,Mobile,Rings,242,270,159,23,16,10,1365.19,14.6
2026-01-11,Austria,Email,Tablet,Earrings,72,91,61,9,6,3,198.55,6.24
2026-01-11,Switzerland,Social Media,Desktop,Bracelets,191,256,156,18,9,3,276.94,64.38
2026-01-11,Austria,Social Media,Mobile,Earrings,365,421,265,24,15,5,337.14,114.42
2026-01-11,Germany,Social Media,Tablet,Rings,36,46,27,3,1,0,0.0,14.4
2026-01-11,Austria,Direct,Desktop,Rings,179,232,137,20,14,7,1202.37,0.0
2026-01-11,Switzerland,Direct,Mobile,Watches,240,306,161,34,20,10,2190.2,0.0
2026-01-11,Switzerland,Direct,Tablet,Bracelets,115,134,99,18,11,5,427.7,0.0
2026-01-11,Germany,Referral,Desktop,Bracelets,60,77,59,5,3,1,88.22,0.0
2026-01-11,Austria,Referral,Mobile,Earrings,96,130,67,10,4,1,62.73,0.0
2026-01-11,Switzerland,Referral,Tablet,Watches,63,79,37,5,3,1,249.87,0.0
2026-01-12,Germany,Organic Search,Desktop,Rings,302,380,264,41,19,10,1520.77,0.0
2026-01-12,Austria,Organic Search,Mobile,Earrings,461,538,386,83,53,25,2020.14,0.0
2026-01-12,Switzerland,Organic Search,Tablet,Earrings,91,109,69,11,6,2,144.91,0.0
2026-01-12,Germany,Paid Search,Desktop,Earrings,323,361,267,49,36,16,1160.52,311.07
2026-01-12,Switzerland,Paid Search,Mobile,Rings,324,430,325,60,27,13,1943.21,207.97
2026-01-12,Germany,Paid Search,Tablet,Earrings,94,130,85,15,6,2,130.48,72.62
2026-01-12,Switzerland,Email,Desktop,Necklaces,176,232,178,28,17,10,907.84,6.63
2026-01-12,Austria,Email,Mobile,Earrings,252,310,184,21,12,6,438.71,7.07
2026-01-12,Switzerland,Email,Tablet,Earrings,95,111,62,8,3,1,65.4,3.72
2026-01-12,Austria,Social Media,Desktop,Necklaces,187,251,153,13,7,2,187.33,68.86
2026-01-12,Switzerland,Social Media,Mobile,Bracelets,285,327,157,28,14,5,367.13,67.67
2026-01-12,Germany,Social Media,Tablet,Necklaces,34,41,26,3,2,0,0.0,21.97
2026-01-12,Switzerland,Direct,Desktop,Watches,189,214,148,26,14,6,1297.87,0.0
2026-01-12,Austria,Direct,Mobile,Watches,201,241,134,17,12,6,1544.42,0.0
2026-01-12,Austria,Direct,Tablet,Watches,69,79,56,4,2,1,198.74,0.0
2026-01-12,Austria,Referral,Desktop,Watches,89,117,75,8,4,1,245.78,0.0
2026-01-12,Switzerland,Referral,Mobile,Necklaces,160,199,101,19,9,4,444.95,0.0
2026-01-12,Switzerland,Referral,Tablet,Rings,27,31,24,3,2,0,0.0,0.0
2026-01-13,Germany,Organic Search,Desktop,Earrings,277,384,240,31,19,9,680.87,0.0
2026-01-13,Switzerland,Organic Search,Mobile,Rings,417,579,372,30,18,8,1312.99,0.0
2026-01-13,Austria,Organic Search,Tablet,Watches,103,117,57,5,2,0,0.0,0.0
2026-01-13,Switzerland,Paid Search,Desktop,Watches,230,267,127,27,15,6,1438.03,233.34
2026-01-13,Austria,Paid Search,Mobile,Rings,362,500,295,39,23,11,1803.91,333.48
2026-01-13,Germany,Paid Search,Tablet,Bracelets,101,123,92,8,4,1,86.4,58.21
2026-01-13,Austria,Email,Desktop,Bracelets,122,150,102,10,7,3,229.62,10.39
2026-01-13,Switzerland,Email,Mobile,Watches,175,198,109,17,10,6,1299.34,12.75
2026-01-13,Germany,Email,Tablet,Bracelets,50,56,26,3,2,1,84.05,3.72
2026-01-13,Austria,Social Media,Desktop,Earrings,191,229,165,23,11,4,256.2,90.86
2026-01-13,Germany,Social Media,Mobile,Earrings,359,416,291,26,12,4,269.03,91.28
2026-01-13,Germany,Social Media,Tablet,Earrings,114,129,78,14,6,2,146.29,47.68
2026-01-13,Switzerland,Direct,Desktop,Rings,182,248,163,20,11,5,882.96,0.0
2026-01-13,Austria,Direct,Mobile,Watches,269,305,241,38,19,9,1891.68,0.0
2026-01-13,Austria,Direct,Tablet,Bracelets,73,96,53,10,5,2,181.19,0.0
2026-01-13,Switzerland,Referral,Desktop,Earrings,91,124,69,14,7,3,203.1,0.0
2026-01-13,Switzerland,Referral,Mobile,Watches,130,168,131,14,7,3,730.76,0.0
2026-01-13,Switzerland,Referral,Tablet,Watches,30,38,24,2,1,0,0.0,0.0
2026-01-14,Switzerland,Organic Search,Desktop,Earrings,312,415,298,24,16,8,632.35,0.0
2026-01-14,Germany,Organic Search,Mobile,Necklaces,468,639,477,91,59,26,2317.94,0.0
2026-01-14,Austria,Organic Search,Tablet,Bracelets,97,133,105,15,8,3,220.03,0.0
2026-01-14,Switzerland,Paid Search,Desktop,Watches,222,263,193,31,22,9,1798.27,198.92
2026-01-14,Switzerland,Paid Search,Mobile,Necklaces,397,502,358,77,44,18,1759.14,356.12
2026-01-14,Germany,Paid Search,Tablet,Necklaces,101,120,63,8,4,1,92.22,55.47
2026-01-14,Austria,Email,Desktop,Bracelets,102,139,102,18,9,4,346.47,6.75
2026-01-14,Germany,Email,Mobile,Watches,254,300,182,16,7,4,947.57,18.19
2026-01-14,Austria,Email,Tablet,Necklaces,93,115,73,9,5,2,173.89,6.84
2026-01-14,Germany,Social Media,Desktop,Necklaces,177,245,162,17,10,3,270.01,107.9
2026-01-14,Austria,Social Media,Mobile,Bracelets,260,319,184,19,9,3,302.96,94.41
2026-01-14,Austria,Social Media,Tablet,Bracelets,62,75,49,6,4,1,89.81,32.15
2026-01-14,Switzerland,Direct,Desktop,Earrings,179,238,164,24,13,6,384.31,0.0
2026-01-14,Austria,Direct,Mobile,Necklaces,261,320,246,51,25,11,956.68,0.0
2026-01-14,Austria,Direct,Tablet,Earrings,28,32,19,2,1,0,0.0,0.0
2026-01-14,Germany,Referral,Desktop,Watches,50,60,36,3,1,0,0.0,0.0
2026-01-14,Austria,Referral,Mobile,Watches,103,129,91,17,10,3,740.05,0.0
2026-01-14,Switzerland,Referral,Tablet,Rings,30,37,26,4,2,0,0.0,0.0
2026-01-15,Switzerland,Organic Search,Desktop,Necklaces,340,378,229,29,20,9,789.56,0.0
2026-01-15,Germany,Organic Search,Mobile,Necklaces,408,495,283,50,31,13,1401.4,0.0
2026-01-15,Austria,Organic Search,Tablet,Rings,88,107,54,11,5,2,287.19,0.0
2026-01-15,Switzerland,Paid Search,Desktop,Necklaces,270,305,243,48,23,11,1148.44,263.59
2026-01-15,Austria,Paid Search,Mobile,Earrings,361,434,290,38,17,8,577.06,255.67
2026-01-15,Germany,Paid Search,Tablet,Earrings,110,138,85,13,9,4,300.21,110.21
2026-01-15,Austria,Email,Desktop,Bracelets,152,171,126,18,9,4,304.54,12.17
2026-01-15,Austria,Email,Mobile,Rings,168,191,136,11,7,4,752.19,5.63
2026-01-15,Austria,Email,Tablet,Rings,114,151,104,10,6,3,517.97,5.29
2026-01-15,Germany,Social Media,Desktop,Earrings,226,270,182,15,9,3,226.68,118.9
2026-01-15,Germany,Social Media,Mobile,Earrings,312,378,238,33,14,5,382.52,134.85
2026-01-15,Germany,Social Media,Tablet,Earrings,93,118,83,7,3,1,78.45,54.12
2026-01-15,Switzerland,Direct,Desktop,Necklaces,133,182,117,19,9,4,445.35,0.0
2026-01-15,Austria,Direct,Mobile,Earrings,218,259,194,17,8,4,272.45,0.0
2026-01-15,Switzerland,Direct,Tablet,Watches,58,76,36,5,3,1,202.82,0.0
2026-01-15,Germany,Referral,Desktop,Earrings,101,125,88,10,4,1,68.95,0.0
2026-01-15,Switzerland,Referral,Mobile,Earrings,83,103,81,17,12,4,273.81,0.0
2026-01-15,Germany,Referral,Tablet,Watches,31,42,25,5,2,0,0.0,0.0
2026-01-16,Austria,Organic Search,Desktop,Bracelets,361,468,327,61,35,16,1449.24,0.0
2026-01-16,Switzerland,Organic Search,Mobile,Earrings,435,592,282,58,43,19,1403.49,0.0
2026-01-16,Switzerland,Organic Search,Tablet,Rings,137,163,114,22,10,4,645.56,0.0
2026-01-16,Switzerland,Paid Search,Desktop,Rings,262,360,245,42,21,8,1161.4,333.54
2026-01-16,Switzerland,Paid Search,Mobile,Rings,346,452,262,48,34,16,2476.17,300.43
2026-01-16,Austria,Paid Search,Tablet,Rings,100,137,95,15,7,3,491.93,100.48
2026-01-16,Germany,Email,Desktop,Necklaces,192,219,150,14,9,4,329.12,9.16
2026-01-16,Switzerland,Email,Mobile,Necklaces,232,309,242,20,13,7,640.15,13.9
2026-01-16,Austria,Email,Tablet,Rings,36,44,21,3,1,0,0.0,1.06
2026-01-16,Switzerland,Social Media,Desktop,Necklaces,323,369,265,32,15,5,452.23,173.53
2026-01-16,Germany,Social Media,Mobile,Necklaces,333,403,250,47,23,9,728.66,133.68
2026-01-16,Germany,Social Media,Tablet,Watches,76,93,62,10,4,1,195.0,34.97
2026-01-16,Austria,Direct,Desktop,Earrings,152,170,84,10,4,1,76.67,0.0
2026-01-16,Germany,Direct,Mobile,Rings,311,388,276,44,26,14,2368.05,0.0
2026-01-16,Germany,Direct,Tablet,Watches,15,20,10,1,0,0,0.0,0.0
2026-01-16,Austria,Referral,Desktop,Earrings,117,160,83,15,9,3,212.76,0.0
2026-01-16,Austria,Referral,Mobile,Bracelets,168,196,119,17,11,4,293.8,0.0
2026-01-16,Germany,Referral,Tablet,Watches,52,70,48,10,5,1,250.15,0.0
2026-01-17,Germany,Organic Search,Desktop,Rings,375,469,333,38,22,11,1503.37,0.0
2026-01-17,Germany,Organic Search,Mobile,Bracelets,453,610,450,59,37,18,1439.1,0.0
2026-01-17,Austria,Organic Search,Tablet,Rings,159,181,109,10,7,3,415.17,0.0
2026-01-17,Germany,Paid Search,Desktop,Earrings,272,374,289,40,26,12,764.81,208.45
2026-01-17,Germany,Paid Search,Mobile,Earrings,381,511,339,56,36,16,975.9,301.43
2026-01-17,Austria,Paid Search,Tablet,Rings,144,182,122,23,12,6,1148.44,153.05
2026-01-17,Austria,Email,Desktop,Necklaces,97,125,80,10,5,2,163.45,8.58
2026-01-17,Switzerland,Email,Mobile,Rings,194,266,212,32,21,13,1948.44,9.17
2026-01-17,Switzerland,Email,Tablet,Necklaces,75,104,83,9,6,3,259.82,5.78
2026-01-17,Austria,Social Media,Desktop,Necklaces,202,239,184,15,9,3,298.42,59.67
